gene_family,presence_count,category,annotation
COG0769,8.0,common,Catalyzes the addition of meso-diaminopimelic acid to the nucleotide precursor UDP-N-acetylmuramoyl-L-alanyl-D-glutamate (UMAG) in the biosynthesis of bacterial cell-wall peptidoglycan
COG4969,8.0,common,Pilin (bacterial filament)
COG0470,8.0,common,the delta' subunit seems to interact with the gamma subunit to transfer the beta subunit on the DNA
COG0668,8.0,common,Mechanosensitive ion channel
COG0757,8.0,common,Catalyzes a trans-dehydration via an enolate intermediate
COG0815,8.0,common,Carbon-nitrogen hydrolase
COG1680,8.0,common,COG1680 Beta-lactamase class C and other penicillin binding proteins
COG1146,8.0,common,Ferredoxins are iron-sulfur proteins that transfer electrons in a wide variety of metabolic reactions
COG0524,8.0,common,"Catalyzes the phosphorylation of ribose at O-5 in a reaction requiring ATP and magnesium. The resulting D-ribose-5- phosphate can then be used either for sythesis of nucleotides, histidine, and tryptophan, or as a component of the pentose phosphate pathway"
COG0119,8.0,common,Catalyzes the condensation of the acetyl group of acetyl-CoA with 3-methyl-2-oxobutanoate (2-oxoisovalerate) to form 3-carboxy-3-hydroxy-4-methylpentanoate (2-isopropylmalate)
COG0192,8.0,common,"Catalyzes the formation of S-adenosylmethionine (AdoMet) from methionine and ATP. The overall synthetic reaction is composed of two sequential steps, AdoMet formation and the subsequent tripolyphosphate hydrolysis which occurs prior to release of AdoMet from the enzyme"
COG0230,8.0,common,Belongs to the bacterial ribosomal protein bL34 family
COG1194,8.0,common,glycosylase
COG0788,8.0,common,Catalyzes the hydrolysis of 10-formyltetrahydrofolate (formyl-FH4) to formate and tetrahydrofolate (FH4)
COG0115,8.0,common,Branched-chain amino acid aminotransferase 4-amino-4-deoxychorismate lyase
COG1159,8.0,common,"An essential GTPase that binds both GDP and GTP, with rapid nucleotide exchange. Plays a role in 16S rRNA processing and 30S ribosomal subunit biogenesis and possibly also in cell cycle regulation and energy metabolism"
COG1607,8.0,common,Thioesterase superfamily
COG0210,8.0,common,Unwinds DNA duplexes with 3' to 5' polarity with respect to the bound strand and initiates unwinding most effectively when a single-stranded region is present
COG0179,8.0,common,fumarylacetoacetate hydrolase
COG1225,8.0,common,Peroxiredoxin
COG0758,8.0,common,DNA processing protein DprA
2AQF3,8.0,common,-
COG1452,8.0,common,"Together with LptE, is involved in the assembly of lipopolysaccharide (LPS) at the surface of the outer membrane"
COG0472,8.0,common,First step of the lipid cycle reactions in the biosynthesis of the cell wall peptidoglycan
COG0039,8.0,common,Catalyzes the reversible oxidation of malate to oxaloacetate
COG0276,8.0,common,Catalyzes the ferrous insertion into protoporphyrin IX
COG0242,8.0,common,Removes the formyl group from the N-terminal Met of newly synthesized proteins. Requires at least a dipeptide for an efficient rate of reaction. N-terminal L-methionine is a prerequisite for activity but the enzyme has broad specificity at other positions
COG0144,8.0,common,Specifically methylates the cytosine at position 967 (m5C967) of 16S rRNA
COG0492,8.0,common,Belongs to the class-II pyridine nucleotide-disulfide oxidoreductase family
COG3909,8.0,common,Cytochrome c signal peptide protein
COG0608,8.0,common,Single-stranded-DNA-specific exonuclease
COG0774,8.0,common,"Catalyzes the hydrolysis of UDP-3-O-myristoyl-N- acetylglucosamine to form UDP-3-O-myristoylglucosamine and acetate, the committed step in lipid A biosynthesis"
COG0206,8.0,common,Essential cell division protein that forms a contractile ring structure (Z ring) at the future cell division site. The regulation of the ring assembly controls the timing and the location of cell division. One of the functions of the FtsZ ring is to recruit other cell division proteins to the septum to produce a new cell wall between the dividing cells. Binds GTP and shows GTPase activity
COG0849,8.0,common,Cell division protein that is involved in the assembly of the Z ring. May serve as a membrane anchor for the Z ring
COG2001,8.0,common,"MraZ protein, putative antitoxin-like"
COG0308,8.0,common,Aminopeptidase N
COG0816,8.0,common,Could be a nuclease involved in processing of the 5'-end of pre-16S rRNA
COG3633,8.0,common,"Involved in the import of serine and threonine into the cell, with the concomitant import of sodium (symport system)"
COG0479,8.0,common,Belongs to the succinate dehydrogenase fumarate reductase iron-sulfur protein family
COG2142,8.0,common,succinate dehydrogenase
COG2009,8.0,common,succinate dehydrogenase
COG0653,8.0,common,"Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. Has a central role in coupling the hydrolysis of ATP to the transfer of proteins into and across the cell membrane, serving both as a receptor for the preprotein-SecB complex and as an ATP-driven molecular motor driving the stepwise translocation of polypeptide chains across the membrane"
COG0263,8.0,common,Catalyzes the transfer of a phosphate group to glutamate to form L-glutamate 5-phosphate
COG0215,8.0,common,Belongs to the class-I aminoacyl-tRNA synthetase family
COG2921,8.0,common,Protein of unknown function (DUF493)
COG0082,8.0,common,"Catalyzes the anti-1,4-elimination of the C-3 phosphate and the C-6 proR hydrogen from 5-enolpyruvylshikimate-3-phosphate (EPSP) to yield chorismate, which is the branch point compound that serves as the starting substrate for the three terminal pathways of aromatic amino acid biosynthesis. This reaction introduces a second double bond into the aromatic ring system"
COG1534,8.0,common,RNA-binding protein
COG0355,8.0,common,Produces ATP from ADP in the presence of a proton gradient across the membrane
COG0837,8.0,common,Belongs to the bacterial glucokinase family
COG1555,8.0,common,competence protein ComEA
COG4970,8.0,common,Type II transport protein GspH
COG2878,8.0,common,Part of a membrane complex involved in electron transport
COG0177,8.0,common,"DNA repair enzyme that has both DNA N-glycosylase activity and AP-lyase activity. The DNA N-glycosylase activity releases various damaged pyrimidines from DNA by cleaving the N- glycosidic bond, leaving an AP (apurinic apyrimidinic) site. The AP-lyase activity cleaves the phosphodiester bond 3' to the AP site by a beta-elimination, leaving a 3'-terminal unsaturated sugar and a product with a terminal 5'-phosphate"
COG2070,8.0,common,2-nitropropane dioxygenase
COG2867,8.0,common,Oligoketide cyclase
COG2914,8.0,common,Belongs to the UPF0125 (RnfH) family
COG0216,8.0,common,Peptide chain release factor 1 directs the termination of translation in response to the peptide chain termination codons UAG and UAA
COG2919,8.0,common,"Essential cell division protein. May link together the upstream cell division proteins, which are predominantly cytoplasmic, with the downstream cell division proteins, which are predominantly periplasmic"
COG3109,8.0,common,ProQ/FINO family
COG0018,8.0,common,"Catalyzes a two-step reaction, first charging an arginine molecule by linking its carboxyl group to the alpha-phosphate of ATP, followed by transfer of the aminoacyl-adenylate to its tRNA"
COG3087,8.0,common,Sporulation related domain
COG0629,8.0,common,"Plays an important role in DNA replication, recombination and repair. Binds to ssDNA and to an array of partner proteins to recruit them to their sites of action during DNA metabolism"
COG0212,8.0,common,5-formyltetrahydrofolate cyclo-ligase family
COG0459,8.0,common,Prevents misfolding and promotes the refolding and proper assembly of unfolded polypeptides generated under stress conditions
COG1565,8.0,common,Putative S-adenosyl-L-methionine-dependent methyltransferase
COG0043,8.0,common,Belongs to the UbiD family
COG0165,8.0,common,argininosuccinate lyase
COG0287,8.0,common,Prephenate dehydrogenase
COG0746,8.0,common,Transfers a GMP moiety from GTP to Mo-molybdopterin (Mo- MPT) cofactor (Moco or molybdenum cofactor) to form Mo- molybdopterin guanine dinucleotide (Mo-MGD) cofactor
COG1192,8.0,common,chromosome partitioning
COG1475,8.0,common,Belongs to the ParB family
COG0012,8.0,common,ATPase that binds to both the 70S ribosome and the 50S ribosomal subunit in a nucleotide-independent manner
COG0692,8.0,common,Excises uracil residues from the DNA which can arise as a result of misincorporation of dUMP residues by DNA polymerase or due to deamination of cytosine
COG0050,8.0,common,GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis
COG1765,8.0,common,OsmC-like protein
COG1278,8.0,common,COG1278 Cold shock proteins
COG0801,8.0,common,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
COG0127,8.0,common,"Pyrophosphatase that catalyzes the hydrolysis of nucleoside triphosphates to their monophosphate derivatives, with a high preference for the non-canonical purine nucleotides XTP (xanthosine triphosphate), dITP (deoxyinosine triphosphate) and ITP. Seems to function as a house-cleaning enzyme that removes non-canonical purine nucleotides from the nucleotide pool, thus preventing their incorporation into DNA RNA and avoiding chromosomal lesions"
COG0320,8.0,common,"Catalyzes the radical-mediated insertion of two sulfur atoms into the C-6 and C-8 positions of the octanoyl moiety bound to the lipoyl domains of lipoate-dependent enzymes, thereby converting the octanoylated domains into lipoylated derivatives"
COG1585,8.0,common,Membrane protein implicated in regulation of membrane protease activity
28JMK,8.0,common,Protein of unknown function (DUF2868)
COG0486,8.0,common,GTPase SAR1
COG1188,8.0,common,Belongs to the HSP15 family
COG0851,8.0,common,Prevents the cell division inhibition by proteins MinC and MinD at internal division sites while permitting inhibition at polar sites. This ensures cell division at the proper site by restricting the formation of a division septum at the midpoint of the long axis of the cell
COG2894,8.0,common,Belongs to the ParA family
COG0850,8.0,common,Cell division inhibitor that blocks the formation of polar Z ring septums. Rapidly oscillates between the poles of the cell to destabilize FtsZ filaments that have formed before they mature into polar Z rings. Prevents FtsZ polymerization
COG0647,8.0,common,Haloacid dehalogenase-like hydrolase
COG0248,8.0,common,Belongs to the GppA Ppx family
COG1466,8.0,common,dna polymerase III delta subunit
COG1544,8.0,common,modulation protein
COG0244,8.0,common,"Forms part of the ribosomal stalk, playing a central role in the interaction of the ribosome with GTP-bound translation factors"
COG0723,8.0,common,"Component of the ubiquinol-cytochrome c reductase complex (complex III or cytochrome b-c1 complex), which is a respiratory chain that generates an electrochemical potential coupled to ATP synthesis"
COG0231,8.0,common,"Involved in peptide bond synthesis. Stimulates efficient translation and peptide-bond synthesis on native or reconstituted 70S ribosomes in vitro. Probably functions indirectly by altering the affinity of the ribosome for aminoacyl-tRNA, thus increasing their reactivity as acceptors for peptidyl transferase"
COG4663,8.0,common,Part of the tripartite ATP-independent periplasmic (TRAP) transport system
COG4664,8.0,common,"Tripartite ATP-independent periplasmic transporter, DctM component"
COG1807,8.0,common,COG1807 4-amino-4-deoxy-L-arabinose transferase and related glycosyltransferases of PMT family
COG0652,8.0,common,PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides
28NXH,8.0,common,-
COG0705,8.0,common,membrane
COG0814,8.0,common,Transmembrane amino acid transporter protein
COG1393,8.0,common,Belongs to the ArsC family
COG1566,8.0,common,Biotin-lipoyl like
COG0776,8.0,common,"This protein is one of the two subunits of integration host factor, a specific DNA-binding protein that functions in genetic recombination as well as in transcriptional and translational control"
COG2901,8.0,common,Belongs to the transcriptional regulatory Fis family
COG2091,8.0,common,lysine biosynthetic process via aminoadipic acid
COG2606,8.0,common,Belongs to the prolyl-tRNA editing family. YbaK EbsC subfamily
COG0798,3.0,common,Sodium Bile acid symporter family
2AQEY,6.0,common,-
COG2927,7.0,common,positive regulation of DNA-dependent DNA replication initiation
COG2211,7.0,common,COG0477 Permeases of the major facilitator superfamily
KOG2385,7.0,common,Protein of unknown function (DUF726)
2EF8V,5.0,common,-
COG2610,7.0,common,Na+-H+ antiporter family
COG1929,7.0,common,Belongs to the glycerate kinase type-1 family
COG3602,7.0,common,ACT domain
COG0322,7.0,common,The UvrABC repair system catalyzes the recognition and processing of DNA lesions. UvrC both incises the 5' and 3' sides of the lesion. The N-terminal half is responsible for the 3' incision and the C-terminal half is responsible for the 5' incision
COG0587,6.0,common,dna polymerase
COG1489,5.0,common,Sugar fermentation stimulation protein
COG0551,7.0,common,Zn-finger domain associated with topoisomerase type I
COG2827,7.0,common,endonuclease containing a URI domain
COG1058,7.0,common,Probable molybdopterin binding domain
COG0632,6.0,common,"The RuvA-RuvB complex in the presence of ATP renatures cruciform structure in supercoiled DNA with palindromic sequence, indicating that it may promote strand exchange reactions in homologous recombination. RuvAB is a helicase that mediates the Holliday junction migration by localized denaturation and reannealing. RuvA stimulates, in the presence of DNA, the weak ATPase activity of RuvB"
COG0817,6.0,common,Nuclease that resolves Holliday junction intermediates in genetic recombination. Cleaves the cruciform structure in supercoiled DNA by nicking to strands with the same polarity at sites symmetrically opposed at the junction in the homologous arms and leaves a 5'-terminal phosphate and a 3'-terminal hydroxyl group
COG0217,7.0,common,transcriptional regulatory protein
COG0103,7.0,common,Belongs to the universal ribosomal protein uS9 family
COG0673,7.0,common,"Catalyzes the reversible NADPH-dependent reductive amination of L-2-amino-6-oxopimelate, the acyclic form of L- tetrahydrodipicolinate, to generate the meso compound, D,L-2,6- diaminopimelate"
COG1670,7.0,common,Acetyltransferase (GNAT) domain
COG0753,7.0,common,Serves to protect cells from the toxic effects of hydrogen peroxide
COG1720,6.0,common,Uncharacterised protein family UPF0066
COG0272,7.0,common,DNA ligase that catalyzes the formation of phosphodiester linkages between 5'-phosphoryl and 3'-hydroxyl groups in double-stranded DNA using NAD as a coenzyme and as the energy source for the reaction. It is essential for DNA replication and repair of damaged DNA
COG0610,6.0,common,"Type III restriction enzyme, res subunit"
COG2189,5.0,common,DNA methylase
COG0553,6.0,common,SNF2 family N-terminal domain
COG0580,6.0,common,Major intrinsic protein
COG1879,3.0,common,Periplasmic binding protein domain
COG3737,5.0,common,Protein of unknown function (DUF498/DUF598)
COG2999,5.0,common,"Glutaredoxin 2, C terminal domain"
COG0069,7.0,common,Belongs to the glutamate synthase family
COG0495,7.0,common,"due to the large number of codons that tRNA(Leu) recognizes, the leucyl-tRNA synthetase does not recognize the anticodon loop of the tRNA, but instead recognition is dependent on a conserved discriminator base A37 and a long arm"
COG3210,6.0,common,Autotransporter beta-domain
COG1490,7.0,common,"rejects L-amino acids rather than detecting D-amino acids in the active site. By recycling D-aminoacyl-tRNA to D-amino acids and free tRNA molecules, this enzyme counteracts the toxicity associated with the formation of D-aminoacyl-tRNA entities in vivo and helps enforce protein L-homochirality"
COG0387,4.0,common,Sodium/calcium exchanger protein
2ADVK,2.0,rare,ThiS family
COG2022,5.0,common,"Catalyzes the rearrangement of 1-deoxy-D-xylulose 5- phosphate (DXP) to produce the thiazole phosphate moiety of thiamine. Sulfur is provided by the thiocarboxylate moiety of the carrier protein ThiS. In vitro, sulfur can be provided by H(2)S"
2CPDF,4.0,common,Membrane bound FAD containing D-sorbitol dehydrogenase
COG1982,6.0,common,"Orn/Lys/Arg decarboxylase, C-terminal domain"
COG3422,6.0,common,Domain of unknown function (DUF1508)
COG0307,7.0,common,Riboflavin synthase
COG0108,7.0,common,"Catalyzes the conversion of D-ribulose 5-phosphate to formate and 3,4-dihydroxy-2-butanone 4-phosphate"
COG0054,7.0,common,"Catalyzes the formation of 6,7-dimethyl-8- ribityllumazine by condensation of 5-amino-6-(D- ribitylamino)uracil with 3,4-dihydroxy-2-butanone 4-phosphate. This is the penultimate step in the biosynthesis of riboflavin"
COG0810,7.0,common,"Interacts with outer membrane receptor proteins that carry out high-affinity binding and energy dependent uptake into the periplasmic space of specific substrates. It could act to transduce energy from the cytoplasmic membrane to specific energy- requiring processes in the outer membrane, resulting in the release into the periplasm of ligands bound by these outer membrane proteins"
COG0359,7.0,common,binds to the 23S rRNA
COG0238,5.0,common,"Binds as a heterodimer with protein S6 to the central domain of the 16S rRNA, where it helps stabilize the platform of the 30S subunit"
COG0360,6.0,common,Binds together with S18 to 16S ribosomal RNA
COG1075,6.0,common,Alpha/beta hydrolase family
COG0642,7.0,common,His Kinase A (phosphoacceptor) domain
29YHH,5.0,common,-
COG0544,6.0,common,Involved in protein export. Acts as a chaperone by maintaining the newly synthesized protein in an open conformation. Functions as a peptidyl-prolyl cis-trans isomerase
COG0828,5.0,common,Belongs to the bacterial ribosomal protein bS21 family
COG2197,7.0,common,"helix_turn_helix, Lux Regulon"
2A84Z,3.0,common,-
COG0132,6.0,common,"Catalyzes a mechanistically unusual reaction, the ATP- dependent insertion of CO2 between the N7 and N8 nitrogen atoms of 7,8-diaminopelargonic acid (DAPA) to form an ureido ring"
COG0220,7.0,common,Catalyzes the formation of N(7)-methylguanine at position 46 (m7G46) in tRNA
COG0016,7.0,common,Belongs to the class-II aminoacyl-tRNA synthetase family. Phe-tRNA synthetase alpha subunit type 1 subfamily
COG0290,7.0,common,"IF-3 binds to the 30S ribosomal subunit and shifts the equilibrum between 70S ribosomes and their 50S and 30S subunits in favor of the free subunits, thus enhancing the availability of 30S subunits on which protein synthesis initiation begins"
COG3293,3.0,common,Putative transposase of IS4/5 family (DUF4096)
COG3622,3.0,common,Xylose isomerase-like TIM barrel
COG3681,4.0,common,Serine dehydratase alpha chain
COG0531,7.0,common,amino acid
COG1009,4.0,common,NADH ubiquinone oxidoreductase subunit
COG0713,4.0,common,"NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient"
COG0839,5.0,common,Belongs to the complex I subunit 6 family
COG1357,4.0,common,Autotransporter beta-domain
COG1066,7.0,common,"DNA-dependent ATPase involved in processing of recombination intermediates, plays a role in repairing DNA breaks. Stimulates the branch migration of RecA-mediated strand transfer reactions, allowing the 3' invading strand to extend heteroduplex DNA faster. Binds ssDNA in the presence of ADP but not other nucleotides, has ATPase activity that is stimulated by ssDNA and various branched DNA structures, but inhibited by SSB. Does not have RecA's homology-searching function"
COG0646,7.0,common,5-methyltetrahydrofolate--homocysteine methyltransferase
COG3682,7.0,common,Penicillinase repressor
COG2978,6.0,common,AbgT putative transporter family
COG0603,6.0,common,Queuosine biosynthesis protein QueC
COG0779,7.0,common,Required for maturation of 30S ribosomal subunits
COG0602,5.0,common,queuosine metabolic process
COG0720,5.0,common,synthase
COG2188,6.0,common,histidine utilization repressor
COG2987,6.0,common,Catalyzes the conversion of urocanate to 4-imidazolone- 5-propionate
COG1228,6.0,common,Imidazolone-5-propionate hydrolase
COG0010,7.0,common,Catalyzes the conversion of N-formimidoyl-L-glutamate to L-glutamate and formamide
COG0599,7.0,common,Carboxymuconolactone decarboxylase family
COG2050,6.0,common,COG0454 Histone acetyltransferase HPA2 and related acetyltransferases
COG2356,5.0,common,Endonuclease I
COG2608,7.0,common,heavy metal transport detoxification protein
COG0451,7.0,common,COG0451 Nucleoside-diphosphate-sugar epimerases
2BFBW,6.0,common,Fusaric acid resistance protein-like
28JBH,3.0,common,Protein of unknown function (DUF3298)
2DB8V,5.0,common,Gluconate 2-dehydrogenase subunit 3
COG0038,7.0,common,COG0038 Chloride channel protein EriC
COG1914,6.0,common,Mn2 and Fe2 transporters of the NRAMP family
COG1540,5.0,common,LamB/YcsF family
COG1984,6.0,common,Allophanate hydrolase subunit 2
COG2049,6.0,common,Allophanate hydrolase subunit 1
COG0730,7.0,common,membrane transporter protein
COG0826,7.0,common,Peptidase family U32 C-terminal domain
28PP3,2.0,rare,-
COG1917,6.0,common,"Cupin 2, conserved barrel domain protein"
COG0579,6.0,common,malate quinone oxidoreductase
2AMA3,2.0,rare,Protein of unknown function (DUF2628)
COG0598,7.0,common,CorA-like Mg2+ transporter protein
COG0416,7.0,common,Fatty acid synthesis protein
COG0333,7.0,common,Belongs to the bacterial ribosomal protein bL32 family
COG1399,7.0,common,"Uncharacterized ACR, COG1399"
COG0102,7.0,common,"This protein is one of the early assembly proteins of the 50S ribosomal subunit, although it is not seen to bind rRNA by itself. It is important during the early stages of 50S assembly"
COG2375,4.0,common,Iron utilization protein
COG1299,4.0,common,"PTS system, fructose-specific"
COG4148,7.0,common,Part of the ABC transporter complex ModABC involved in molybdenum import. Responsible for energy coupling to the transport system
COG4149,7.0,common,"abc transporter, permease"
COG1600,6.0,common,"Catalyzes the conversion of epoxyqueuosine (oQ) to queuosine (Q), which is a hypermodified base found in the wobble positions of tRNA(Asp), tRNA(Asn), tRNA(His) and tRNA(Tyr)"
COG2851,5.0,common,Citrate transporter
COG4291,7.0,common,membrane
COG2801,5.0,common,Integrase core domain
COG2963,5.0,common,Transposase
COG2759,3.0,common,Formate--tetrahydrofolate ligase
COG0121,6.0,common,glutamine amidotransferase
COG1301,6.0,common,Belongs to the dicarboxylate amino acid cation symporter (DAACS) (TC 2.A.23) family
COG1643,7.0,common,Helicase
COG2132,2.0,rare,Multicopper oxidase
COG5592,2.0,rare,hemerythrin HHE cation binding domain
COG2846,2.0,rare,Domain of Unknown function (DUF542)
COG3850,3.0,common,Histidine kinase
COG2223,4.0,common,LacY proton/sugar symporter
COG1080,5.0,common,General (non sugar-specific) component of the phosphoenolpyruvate-dependent sugar phosphotransferase system (sugar PTS). This major carbohydrate active-transport system catalyzes the phosphorylation of incoming sugar substrates concomitantly with their translocation across the cell membrane. Enzyme I transfers the phosphoryl group from phosphoenolpyruvate (PEP) to the phosphoryl carrier protein (HPr)
COG3384,7.0,common,Extradiol ring-cleavage dioxygenase
COG0049,5.0,common,"One of the primary rRNA binding proteins, it binds directly to 16S rRNA where it nucleates assembly of the head domain of the 30S subunit. Is located at the subunit interface close to the decoding center, probably blocks exit of the E-site tRNA"
COG0048,4.0,common,"Interacts with and stabilizes bases of the 16S rRNA that are involved in tRNA selection in the A site and with the mRNA backbone. Located at the interface of the 30S and 50S subunits, it traverses the body of the 30S subunit contacting proteins on the other side and probably holding the rRNA structure together. The combined cluster of proteins S8, S12 and S17 appears to hold together the shoulder and platform of the 30S subunit"
COG1526,5.0,common,Required for formate dehydrogenase (FDH) activity. Acts as a sulfur carrier protein that transfers sulfur from IscS to the molybdenum cofactor prior to its insertion into FDH
COG1422,6.0,common,Protein of unknown function (DUF1090)
COG2011,7.0,common,Binding-protein-dependent transport system inner membrane component
COG0232,7.0,common,Phosphohydrolase-associated domain
COG0533,7.0,common,"Required for the formation of a threonylcarbamoyl group on adenosine at position 37 (t(6)A37) in tRNAs that read codons beginning with adenine. Is involved in the transfer of the threonylcarbamoyl moiety of threonylcarbamoyl-AMP (TC-AMP) to the N6 group of A37, together with TsaE and TsaB. TsaD likely plays a direct catalytic role in this reaction"
COG0818,7.0,common,Recycling of diacylglycerol produced during the turnover of membrane phospholipid
COG0825,7.0,common,"Component of the acetyl coenzyme A carboxylase (ACC) complex. First, biotin carboxylase catalyzes the carboxylation of biotin on its carrier protein (BCCP) and then the CO(2) group is transferred by the carboxyltransferase to acetyl-CoA to form malonyl-CoA"
COG2607,7.0,common,Protein of unknown function (DUF815)
COG2222,6.0,common,Iron dicitrate transport regulator FecR
COG1820,7.0,common,Belongs to the metallo-dependent hydrolases superfamily. NagA family
COG1551,6.0,common,Could accelerate the degradation of some genes transcripts potentially through selective RNA binding
COG3853,6.0,common,Toxic anion resistance protein (TelA)
2BHXU,5.0,common,-
COG1180,4.0,common,4Fe-4S single cluster domain
COG1882,4.0,common,Glycine radical
COG3091,7.0,common,Belongs to the SprT family
COG1702,7.0,common,Phosphate starvation-inducible protein PhoH
COG0319,7.0,common,Single strand-specific metallo-endoribonuclease involved in late-stage 70S ribosome quality control and in maturation of the 3' terminus of the 16S rRNA
COG1826,5.0,common,"Part of the twin-arginine translocation (Tat) system that transports large folded proteins containing a characteristic twin-arginine motif in their signal peptide across membranes. Together with TatC, TatB is part of a receptor directly interacting with Tat signal peptides. TatB may form an oligomeric binding site that transiently accommodates folded Tat precursor proteins before their translocation"
COG3369,3.0,common,CDGSH-type zinc finger. Function unknown.
COG0439,7.0,common,"An AccC homodimer forms the biotin carboxylase subunit of the acetyl CoA carboxylase, an enzyme that catalyzes the formation of malonyl-CoA, which in turn controls the rate of fatty acid metabolism"
COG3658,6.0,common,Prokaryotic cytochrome b561
COG4608,5.0,common,"Oligopeptide/dipeptide transporter, C-terminal region"
COG0444,7.0,common,Belongs to the ABC transporter superfamily
COG1173,7.0,common,Binding-protein-dependent transport system inner membrane component
COG0601,7.0,common,Binding-protein-dependent transport system inner membrane component
2EJEZ,7.0,common,Domain of unknown function (DUF4878)
COG0422,5.0,common,Catalyzes the synthesis of the hydroxymethylpyrimidine phosphate (HMP-P) moiety of thiamine from aminoimidazole ribotide (AIR) in a radical S-adenosyl-L-methionine (SAM)-dependent reaction
2AMM7,3.0,common,Pyrimidine dimer DNA glycosylase
COG2193,5.0,common,"Iron-storage protein, whose ferroxidase center binds Fe(2 ) ions, oxidizes them by dioxygen to Fe(3 ), and participates in the subsequent Fe(3 ) oxide mineral core formation within the central cavity of the protein complex"
COG2906,5.0,common,"2 iron, 2 sulfur cluster binding"
COG2269,5.0,common,Elongation factor P--(R)-beta-lysine ligase
COG1981,7.0,common,membrane
COG0821,7.0,common,"Converts 2C-methyl-D-erythritol 2,4-cyclodiphosphate (ME-2,4cPP) into 1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate"
COG2255,7.0,common,"The RuvA-RuvB complex in the presence of ATP renatures cruciform structure in supercoiled DNA with palindromic sequence, indicating that it may promote strand exchange reactions in homologous recombination. RuvAB is a helicase that mediates the Holliday junction migration by localized denaturation and reannealing"
COG2833,6.0,common,Protein of unknown function (DUF455)
COG1472,7.0,common,"Plays a role in peptidoglycan recycling by cleaving the terminal beta-1,4-linked N-acetylglucosamine (GlcNAc) from peptide-linked peptidoglycan fragments, giving rise to free GlcNAc, anhydro-N-acetylmuramic acid and anhydro-N-acetylmuramic acid-linked peptides"
COG4085,3.0,common,"PFAM nucleic acid binding, OB-fold, tRNA"
29YDY,2.0,rare,-
COG1064,4.0,common,dehydrogenase
2B67D,6.0,common,-
29W28,7.0,common,-
COG2365,6.0,common,Tyrosine phosphatase family
COG1027,7.0,common,Fumarase C C-terminus
COG3770,7.0,common,Penicillin-insensitive murein endopeptidase
2CGJP,7.0,common,-
COG1760,3.0,common,Serine dehydratase
COG1414,6.0,common,Transcriptional regulator
COG2890,6.0,common,Methylates the class 1 translation termination release factors RF1 PrfA and RF2 PrfB on the glutamine residue of the universally conserved GGQ motif
COG1297,4.0,common,transporter
COG3664,5.0,common,"Bacterial regulatory helix-turn-helix proteins, AraC family"
COG0139,4.0,common,Histidine biosynthesis bifunctional protein HisIE
29Z9P,2.0,rare,Protein of unknown function (DUF3592)
2A07X,3.0,common,Protein of unknown function (DUF3592)
COG0005,2.0,rare,"Catalyzes the reversible phosphorylation of S-methyl-5'- thioinosine (MTI) to hypoxanthine and 5-methylthioribose-1- phosphate. Involved in the breakdown of S-methyl-5'-thioadenosine (MTA), a major by-product of polyamine biosynthesis. Catabolism of (MTA) occurs via deamination to MTI and phosphorolysis to hypoxanthine"
COG0370,7.0,common,Ferrous iron transport protein B
COG1918,5.0,common,FeoA
COG0518,2.0,rare,Catalyzes the synthesis of GMP from XMP
COG5405,6.0,common,Protease subunit of a proteasome-like degradation complex believed to be a general protein degrading machinery
COG1220,6.0,common,this subunit has chaperone activity. The binding of ATP and its subsequent hydrolysis by HslU are essential for unfolding of protein substrates subsequently hydrolyzed by HslV. HslU recognizes the N-terminal part of its protein substrates and unfolds these before they are guided to HslV for hydrolysis
COG1561,7.0,common,stress-induced protein
COG1363,7.0,common,M42 glutamyl aminopeptidase
COG0344,7.0,common,"Catalyzes the transfer of an acyl group from acyl- phosphate (acyl-PO(4)) to glycerol-3-phosphate (G3P) to form lysophosphatidic acid (LPA). This enzyme utilizes acyl-phosphate as fatty acyl donor, but not acyl-CoA or acyl-ACP"
COG1199,7.0,common,Helicase
COG1286,7.0,common,"membrane protein, required for colicin V production"
COG3147,7.0,common,peptidoglycan binding
COG0696,5.0,common,Catalyzes the interconversion of 2-phosphoglycerate and 3-phosphoglycerate
COG2081,6.0,common,HI0933-like protein
COG0747,4.0,common,"Bacterial extracellular solute-binding proteins, family 5 Middle"
COG1253,7.0,common,Transporter associated domain
COG1281,7.0,common,Redox regulated molecular chaperone. Protects both thermally unfolding and oxidatively damaged proteins from irreversible aggregation. Plays an important role in the bacterial defense system toward oxidative stress
COG2080,7.0,common,Aerobic-type carbon monoxide dehydrogenase small subunit CoxS
COG1529,7.0,common,Xanthine dehydrogenase
COG0209,6.0,common,Provides the precursors necessary for DNA synthesis. Catalyzes the biosynthesis of deoxyribonucleotides from the corresponding ribonucleotides
